,cik,ticker,name,date,shares,netincome,revenue,pe
12296,1610250,BOOT,"Boot Barn Holdings, Inc.",2018-03-31,26744000.0,28879000.0,677949000.0,0.691530392940542
12297,1295947,PBH,PRESTIGE CONSUMER HEALTHCARE INC.,2018-03-31,53099000.0,339570000.0,1041179000.0,2.1332847351196795
12298,1757898,STE,STERIS plc,2018-03-31,85028000.0,290915000.0,2619996000.0,2.950670766027537
12299,353184,AIRT,"AIR T, INC.",2018-03-31,3064209.0,2277109.0,194519345.0,0.33857849418838226
12300,1023731,EGHT,8X8 INC /DE/,2018-03-31,92017000.0,-104497000.0,296500000.0,5.493089275559527
12301,78749,AGYS,"AGILYSYS, INC.",2018-03-31,22801.0,-8350000.0,127360000.0,0.0021483354271356783
12302,1604028,WMS,"ADVANCED DRAINAGE SYSTEMS, INC.",2018-03-31,55696000.0,62007000.0,1330354000.0,1.0340790815772913
12303,88948,SENEB,SENECA FOODS CORPORATION,2018-03-31,9769.0,-8480000.0,1314765000.0,0.00024044209114368301
12304,927653,MCK,McKESSON CORPORATION,2018-03-31,208000000.0,67000000.0,208357000000.0,0.16859064497773052
12305,1688568,DXC,DXC Technology Co,2018-03-31,284930000.0,1751000000.0,21733000000.0,1.1290207151580502
12306,4457,UHAL,AMERCO,2018-03-31,,790583000.0,3601114000.0,
12307,918646,EXP,EAGLE MATERIALS INC,2018-03-31,48141226.0,256632000.0,1386520000.0,3.8904772525570217
12308,709283,QMCO,QUANTUM CORP /DE/,2018-03-31,,-43346000.0,437684000.0,
12309,1144967,HDB,HDFC BANK LIMITED,2018-03-31,5161077010.0,2741700000.0,7807800000.0,35.889836677135136
12310,1577552,BABA,Alibaba Group Holding Limited,2018-03-31,20425000000.0,10218000000.0,39898000000.0,104.58226259133949
12311,827054,MCHP,MICROCHIP TECHNOLOGY INCORPORATED,2018-03-31,232900000.0,255400000.0,3980800000.0,2.785462505564429
12312,866374,FLEX,FLEX LTD.,2018-03-31,529782000.0,428534000.0,25441131000.0,0.3750373338849392
12313,910521,DECK,DECKERS OUTDOOR CORP,2018-03-31,31758000.0,114394000.0,1903339000.0,1.4301068548086717
12314,278166,CVCO,CAVCO INDUSTRIES INC.,2018-03-31,9024437.0,61502000.0,871235000.0,1.5863601341420028
12315,39092,FRD,"FRIEDMAN INDUSTRIES, INCORPORATED",2018-03-31,7009444.0,3934101.0,121157278.0,0.31877604615988825
12317,1021162,TGI,"TRIUMPH GROUP, INC.",2018-03-31,49442.0,-431546000.0,3198951000.0,0.0004505334033373359
12318,1289308,ENS,EnerSys,2018-03-31,42612036.0,119594000.0,186052000.0,16.103305243301385
12319,914025,POLY,"Plantronics, Inc.",2018-03-31,32345000.0,-869000.0,856903000.0,2.226659965351981
12320,1624794,CSWI,"CSW INDUSTRIALS, INC.",2018-03-31,15671000.0,-11882000.0,326222000.0,2.30101257398964
12321,929351,LGF-A,LIONS GATE ENTERTAINMENT CORP /CN/,2018-03-31,208400000.0,473600000.0,4129100000.0,1.7079402368068868
12323,1576914,MIXT,MIX TELEMATICS LIMITED,2018-03-31,561088000.0,13947000.0,131781000.0,50.666992859076146
12324,712515,EA,ELECTRONIC ARTS INC.,2018-03-31,308000000.0,1043000000.0,5150000000.0,7.592947518061665
12325,918251,MPAA,MOTORCAR PARTS AMERICA INC,2018-03-31,18854993.0,19264000.0,427548000.0,1.2004100042879482
12326,1037038,RL,Ralph Lauren Corporation,2018-03-31,81700000.0,162800000.0,6182300000.0,1.510623360324978
12327,1078075,NTCT,"NETSCOUT SYSTEMS, INC.",2018-03-31,87425000.0,79812000.0,986787000.0,2.524974994603699
12328,708818,NXGN,"NEXTGEN HEALTHCARE, INC.",2018-03-31,63435000.0,2420000.0,531019000.0,1.5529670313114974
12329,102037,UVV,UNIVERSAL CORPORATION,2018-03-31,25274975.0,105662000.0,2018924000.0,0.6009135559337548
12330,88948,SENEA,SENECA FOODS CORPORATION,2018-03-31,9769.0,-8480000.0,1314765000.0,0.0002344235985494324
12331,1448056,NEWR,"New Relic, Inc.",2018-03-31,,-45320000.0,355058000.0,
12332,1633438,AZRE,Azure Power Global Limited,2018-03-31,25974111.0,-12606000.0,118271000.0,3.667574244883987
12334,1179821,BGI,BIRKS GROUP INC.,2018-03-31,17961000.0,14095000.0,146608000.0,0.18009024414676097
12335,1159152,JHX,JAMES HARDIE INDUSTRIES plc,2018-03-31,441200000.0,146100000.0,2054500000.0,3.7945991889320463
12336,67347,MOD,MODINE MANUFACTURING CO,2018-03-31,49900000.0,22200000.0,2103100000.0,0.5540226423067564
12338,906338,TARO,TARO PHARMACEUTICAL INDUSTRIES LTD,2018-03-31,40155087.0,211150000.0,661913000.0,6.169044715944361
12339,1504461,NGL-PB,NGL ENERGY PARTNERS LP,2018-03-31,,-70875000.0,6953947000.0,
12340,1504461,NGL,NGL ENERGY PARTNERS LP,2018-03-31,,-70875000.0,6953947000.0,
12341,1439288,ZWS,ZURN WATER SOLUTIONS CORPORATION,2018-03-31,103889000.0,75900000.0,1851600000.0,1.5771872183024482
12342,929351,LGF-B,LIONS GATE ENTERTAINMENT CORP /CN/,2018-03-31,208400000.0,473600000.0,4129100000.0,1.6150735027003462
12343,1411688,TCS,"Container Store Group, Inc.",2018-03-31,48061527.0,19428000.0,857228000.0,0.26687518317228387
12344,1433642,HLNE,HAMILTON LANE INC,2018-03-31,,17341000.0,244033000.0,
12345,1040130,PETS,PETMED EXPRESS INC,2018-03-31,20346000.0,37283000.0,273800000.0,3.3587991801415855
12346,1022408,PLUS,EPLUS INC,2018-03-31,13790000.0,55122000.0,1418802000.0,0.3751714326298735
12347,1604778,QRVO,"Qorvo, Inc.",2018-03-31,126946000.0,-40288000.0,2973536000.0,3.0639998956968095
12348,108385,WRLD,WORLD ACCEPTANCE CORPORATION,2018-03-31,8791168.0,53690018.0,502668332.0,2.0645768654240895
12349,1443646,BAH,Booz Allen Hamilton Holding Corporation,2018-03-31,145964574.0,301692000.0,6167600000.0,0.9272475604554208
12350,1169561,CVLT,COMMVAULT SYSTEMS INC,2018-03-31,45242000.0,-61900000.0,699393000.0,3.451079194338785
12351,1702318,AHG,Xiaobai Maimai Inc.,2018-03-31,44977780.0,65481973.0,107257841.0,13.272192564852567
12352,815094,ABMD,"ABIOMED, INC.",2018-03-31,44153000.0,112170000.0,593749000.0,17.475322063700318
12353,946581,TTWO,"TAKE-TWO INTERACTIVE SOFTWARE, INC.",2018-03-31,110210000.0,173533000.0,1792892000.0,7.786470405467515
12354,772406,CRUS,"CIRRUS LOGIC, INC.",2018-03-31,63407000.0,161995000.0,1532186000.0,2.051372986471433
12355,1159152,JHIUF,JAMES HARDIE INDUSTRIES plc,2018-03-31,441200000.0,146100000.0,2054500000.0,3.75809199318569
12356,99302,TRNS,"TRANSCAT, INC.",2018-03-31,7124000.0,5922000.0,155141000.0,0.7209364297072007
12357,90896,SKY,Skyline Champion Corporation,2018-03-31,44491000.0,15800000.0,1064722000.0,0.923063669942753
12358,1530721,CPRI,CAPRI HOLDINGS LTD,2018-03-31,152283586.0,592000000.0,4719000000.0,2.1298403636363634
12359,46250,HWKN,"Hawkins, Inc.",2018-04-01,10607422.0,-9177000.0,504169000.0,0.3713457079939259
12360,927355,TESS,TESSCO Technologies Incorporated,2018-04-01,8370742.0,5195400.0,580274700.0,0.3166393318308886
12361,1002047,NTAP,"NetApp, Inc.",2018-04-27,268000000.0,116000000.0,5919000000.0,2.793194734238555
12362,1613103,MDT,Medtronic plc,2018-04-27,1356700000.0,3104000000.0,29953000000.0,3.633508351621805
12363,65270,MEI,"METHODE ELECTRONICS, INC.",2018-04-28,37281630.0,57200000.0,908300000.0,1.6048790885310436
12364,915779,DAKT,"Daktronics, Inc.",2018-04-28,44457000.0,5562000.0,610530000.0,0.6415183343241112
12365,57131,LZB,LA-Z-BOY INCORPORATED,2018-04-28,47621000.0,80866000.0,1583947000.0,0.9004398419466937
12366,891024,PDCO,"PATTERSON COMPANIES, INC.",2018-04-28,92467000.0,200974000.0,5465683000.0,0.3760813365268287
12367,69891,FIZZ,National Beverage Corp.,2018-04-28,46598.0,149774000.0,975734000.0,0.0021256581217696667
12368,1634117,BNED,"BARNES & NOBLE EDUCATION, INC.",2018-04-28,46763000.0,-252566000.0,2203617000.0,0.1462128236242804
12369,723603,CULP,CULP INC,2018-04-29,12431000.0,20877000.0,323725000.0,1.1731161958943537
12370,14693,BF-A,Brown-Forman Corporation,2018-04-30,480319000.0,717000000.0,3248000000.0,7.886518826813534
12371,14693,BF-B,Brown-Forman Corporation,2018-04-30,480319000.0,717000000.0,3248000000.0,8.04475194978714
12372,55529,KEQU,KEWAUNEE SCIENTIFIC CORP /DE/,2018-04-30,2720000.0,5281000.0,158050000.0,0.5859917616248319
12373,1600438,GMS,GMS INC.,2018-04-30,41015000.0,62971000.0,2511469000.0,0.4990777820055222
12374,798359,CSR-PC,CENTERSPACE,2018-04-30,11998000.0,116788000.0,169745000.0,1.6348860345275424
12375,56679,KFY,KORN FERRY,2018-04-30,55426000.0,133779000.0,1819519000.0,1.571529260456932
12376,1092796,SWBI,"Smith & Wesson Brands, Inc.",2018-04-30,54061000.0,20128000.0,606850000.0,0.7066512701214169
12377,107140,WLY,"JOHN WILEY & SONS, INC.",2018-04-30,57043000.0,192186000.0,1796103000.0,2.023068356057729
12378,798359,CSR,CENTERSPACE,2018-04-30,11998000.0,116788000.0,169745000.0,3.6684215635659085
12379,799850,CRMT,AMERICAS CAR-MART INC,2018-04-30,7232014.0,36509000.0,612201000.0,0.5959727472147037
12380,794619,AMWD,American Woodmark Corp,2018-04-30,16631000.0,63141000.0,1250274000.0,1.3095704615518007
12382,12659,HRB,"H&R BLOCK, INC.",2018-04-30,208824000.0,613149000.0,3159931000.0,1.6792195171780606
12383,713425,AMSWA,"AMERICAN SOFTWARE, INC.",2018-04-30,30080000.0,12053000.0,112703000.0,3.4696503198672617
12384,726958,CASY,"CASEY'S GENERAL STORES, INC.",2018-04-30,37778304.0,317903000.0,8391124000.0,0.4942036732219357
12385,107140,WLYB,"JOHN WILEY & SONS, INC.",2018-04-30,57043000.0,192186000.0,1796103000.0,2.0224331552300407
12386,1084765,RGP,"RESOURCES CONNECTION, INC.",2018-05-26,30741000.0,18826000.0,654129000.0,0.7613241783402382
12387,940944,DRI,DARDEN RESTAURANTS INC,2018-05-27,124000000.0,596000000.0,8080100000.0,1.3082758876746574
12388,1005286,LNDC,LANDEC CORPORATION,2018-05-27,27535000.0,24829000.0,524227000.0,0.6854506831046178
12389,23217,CAG,"CONAGRA BRANDS, INC.",2018-05-27,403900000.0,808400000.0,7938300000.0,1.8764511836806046
12390,40704,GIS,GENERAL MILLS INC,2018-05-27,576800000.0,2131000000.0,15740400000.0,1.6512038316760855
12391,110621,RPM,RPM INTERNATIONAL INC/DE/,2018-05-31,131179000.0,337770000.0,5321643000.0,1.1905995197194486
12392,723254,CTAS,Cintas Corp,2018-05-31,106593000.0,842586000.0,6476632000.0,2.802812978303541
12393,1275187,ANGO,ANGIODYNAMICS INC,2018-05-31,37074797.0,16335000.0,261655000.0,2.7460187450864386
12394,108516,WOR,WORTHINGTON INDUSTRIES INC,2018-05-31,60923000.0,194794000.0,3581620000.0,0.7574508506293532
12395,711377,NEOG,NEOGEN CORP,2018-05-31,51358000.0,63145000.0,397930000.0,4.397818433350198
12396,320187,NKE,"NIKE, Inc.",2018-05-31,1623800000.0,1933000000.0,36397000000.0,3.0511218234720205
12397,1341439,ORCL,Oracle Corporation,2018-05-31,4121000000.0,3587000000.0,39383000000.0,4.7788655626596155
12398,1372920,EDU,NEW ORIENTAL EDUCATION & TECHNOLOGY GROUP INC.,2018-05-31,158168794.0,296130000.0,2447430000.0,5.806043022161441
12399,866729,SCHL,SCHOLASTIC CORPORATION,2018-05-31,35000000.0,-5000000.0,1628400000.0,0.8898305412710401
12400,1048911,FDX,FedEx Corporation,2018-05-31,267000000.0,4572000000.0,65450000000.0,1.0084400181081843
12401,66382,MLKN,"HERMAN MILLER, INC.",2018-06-02,59681268.0,128100000.0,2381200000.0,0.7694502658882891
12402,355948,RELL,RICHARDSON ELECTRONICS LTD/DE,2018-06-02,,3822000.0,163212000.0,
12403,16160,CALM,"Cal-Maine Foods, Inc.",2018-06-02,48353000.0,125932000.0,1502932000.0,1.566798189732078
12404,707549,LRCX,LAM RESEARCH CORPORATION,2018-06-24,161643000.0,2380681000.0,11076998000.0,2.70051986877345
12405,895419,WOLF,"WOLFSPEED, INC",2018-06-24,99530000.0,-280000000.0,328600000.0,11.303894003730537
12406,100726,UFI,"UNIFI, INC.",2018-06-24,18294000.0,31702000.0,678912000.0,0.7978727009771095
12407,703351,EAT,"BRINKER INTERNATIONAL, INC.",2018-06-27,45700000.0,125900000.0,3135400000.0,0.6353457316365588
12408,880117,JBSS,SANFILIPPO JOHN B & SON INC,2018-06-28,11383080.0,32500000.0,888931000.0,0.7284968284966092
12409,202058,LHX,"L3HARRIS TECHNOLOGIES, INC.",2018-06-29,118600000.0,699000000.0,6182000000.0,3.000875409711568
12410,106040,WDC,WESTERN DIGITAL CORP,2018-06-29,297000000.0,675000000.0,20647000000.0,1.1333670882894185
12411,1137789,STX,Seagate Technology Holdings plc,2018-06-29,288000000.0,1182000000.0,11184000000.0,1.490729598016698
12412,1377789,AVNW,"AVIAT NETWORKS, INC.",2018-06-29,5336000.0,1845000.0,242506000.0,0.1789991225838267
12413,1408710,FN,Fabrinet,2018-06-29,37257000.0,84167000.0,1371925000.0,0.766091394128832
12414,896429,CTLP,"CANTALOUPE, INC.",2018-06-30,51840518.0,-11284000.0,132508000.0,3.423223748754792
12415,21076,CLX,CLOROX CO /DE/,2018-06-30,129293000.0,823000000.0,6124000000.0,2.4743858924606594
12416,1511737,UI,UBIQUITI INC.,2018-06-30,77179000.0,196290000.0,1016861000.0,5.408581610340185
12417,1024305,COTY,Coty Inc.,2018-06-30,749700000.0,-168800000.0,6841800000.0,1.901151054691434
12418,93676,SCXLB,STARRETT L S CO,2018-06-30,7014000.0,-3633000.0,216328000.0,0.24479356041665587
12419,918965,SCSC,"ScanSource, Inc.",2018-06-30,25522000.0,33153000.0,3846260000.0,0.2275989092074533
12420,943819,RSMDF,RESMED INC,2018-06-30,142764000.0,315588000.0,2340196000.0,0.6192022144896648
12421,310354,SXI,STANDEX INTERNATIONAL CORPORATION,2018-06-30,12698000.0,36604000.0,595515000.0,2.067237703918087
12422,943819,RMD,RESMED INC,2018-06-30,142764000.0,315588000.0,2340196000.0,5.773527034856811
12423,1375365,SMCI,"SUPER MICRO COMPUTER, INC.",2018-06-30,49345000.0,46165000.0,3360492000.0,0.2599043644940227
12424,779152,JKHY,HENRY JACK & ASSOCIATES INC,2018-06-30,77252000.0,365034000.0,1536603000.0,6.006801509127493
12425,896156,ETD,ETHAN ALLEN INTERIORS INC.,2018-06-30,27321000.0,36371000.0,766784000.0,0.7856554507602287
12426,910406,HAIN,"THE HAIN CELESTIAL GROUP, INC.",2018-06-30,103848000.0,9694000.0,2457769000.0,1.2308285086382367
12427,1590976,MBUU,"MALIBU BOATS, INC.",2018-06-30,20179381.0,27613000.0,497002000.0,1.3682946046407176
12428,1171155,RLGT,"RADIANT LOGISTICS, INC.",2018-06-30,49239870.0,10188000.0,842417000.0,0.2063309972273067
12429,866273,MTRX,MATRIX SERVICE CO,2018-06-30,26769000.0,-11480000.0,1091553000.0,0.3776661232101756
12430,1049521,MRCY,"Mercury Systems, Inc.",2018-06-30,46719000.0,40883000.0,493184000.0,3.038917737690282
12432,17843,CRS,CARPENTER TECHNOLOGY CORP,2018-06-30,47200000.0,188500000.0,2157700000.0,1.1650701769367229
12433,1748790,AMCR,AMCOR PLC,2018-06-30,1157100000.0,575200000.0,9319100000.0,1.347183251751631
12434,1748790,AMCCF,AMCOR PLC,2018-06-30,1157100000.0,575200000.0,9319100000.0,1.347183251751631
12435,1591698,PCTY,PAYLOCITY HOLDING CORPORATION,2018-06-30,52425000.0,38598000.0,377527000.0,7.586153589004074
12436,80424,PG,THE PROCTER & GAMBLE COMPANY,2018-06-30,2529300000.0,9750000000.0,66832000000.0,2.7377536619796916
12438,1069899,PAHC,Phibro Animal Health Corporation,2018-06-30,40181.0,64883000.0,819982000.0,0.0020727970484039036
12439,55242,KMT,KENNAMETAL INC.,2018-06-30,81544000.0,200180000.0,2367853000.0,1.2552632541855997
12440,1596783,CTLT,"Catalent, Inc.",2018-06-30,131226110.0,83600000.0,2463400000.0,2.1899429496606566
12441,55772,KBAL,"KIMBALL INTERNATIONAL, INC.",2018-06-30,37314000.0,34439000.0,704554000.0,0.8749184549104734
12442,716643,RGS,REGIS CORP,2018-06-30,46517000.0,6436000.0,1235479000.0,0.5881083649957238
12443,899923,MYGN,"MYRIAD GENETICS, INC.",2018-06-30,69400000.0,133300000.0,743700000.0,2.6399436110496137
12444,1383312,BR,"BROADRIDGE FINANCIAL SOLUTIONS, INC.",2018-06-30,116800000.0,427900000.0,4329900000.0,2.892013185770204
12445,1180145,CSII,"CARDIOVASCULAR SYSTEMS, INC.",2018-06-30,33145140.0,1712000.0,217043000.0,3.489476562910886
12446,16058,CACI,CACI International Inc,2018-06-30,24616000.0,301171000.0,4467860000.0,0.832220990613419
12447,787253,NAII,"NATURAL ALTERNATIVES INTERNATIONAL, INC.",2018-06-30,6640583.0,5051000.0,132437000.0,0.5039215658508626
12448,849146,LFVN,LIFEVANTAGE CORP,2018-06-30,13992000.0,5761000.0,203204000.0,0.2609676948595872
12449,65312,EVI,"EVI Industries, Inc.",2018-06-30,10840000.0,3966000.0,150007000.0,2.63761024485524
12450,721371,CAH,"Cardinal Health, Inc.",2018-06-30,313000000.0,256000000.0,136809000000.0,0.14681204764949587
12451,1262976,CMPR,Cimpress plc,2018-06-30,30948081.0,43733000.0,2592541000.0,1.7167109230107302
12452,1041514,LSAK,"Net 1 UEPS Technologies, Inc.",2018-06-30,55860.0,62087000.0,612889000.0,0.0007510110105005322
12453,57515,LANC,Lancaster Colony Corporation,2018-06-30,27403000.0,135314000.0,1222925000.0,2.8141894798513536
12454,1138723,ARAY,ACCURAY INCORPORATED,2018-06-30,84893000.0,-23899000.0,404897000.0,1.0483283402939514
12455,1157408,LRN,"Stride, Inc.",2018-06-30,39282674.0,27620000.0,917734000.0,0.6549010058389201
12456,109563,AIT,"APPLIED INDUSTRIAL TECHNOLOGIES, INC.",2018-06-30,38752000.0,141625000.0,3073274000.0,0.8063682019779004
12458,789019,MSFT,Microsoft Corporation,2018-06-30,7700000000.0,16571000000.0,110360000000.0,6.5250450720515705
12459,8670,ADP,"Automatic     Data Processing, Inc.",2018-06-30,440600000.0,1884900000.0,13274200000.0,3.9193359152915193
12460,763532,LYTS,LSI INDUSTRIES INC,2018-06-30,25866000.0,-19541000.0,342023000.0,0.4635904104698479
12461,1001250,EL,The Estee Lauder Companies Inc.,2018-06-30,368000000.0,1108000000.0,13683000000.0,3.982834075301012
12462,1002638,OTEX,OPEN TEXT CORP,2018-06-30,266085000.0,242224000.0,2815241000.0,3.339246457840088
12463,1117297,QNST,"QuinStreet, Inc.",2018-06-30,46417000.0,15930000.0,404358000.0,1.2902602876065066
12464,85535,RGLD,"ROYAL GOLD, INC.",2018-06-30,65291855.0,-113134000.0,459042000.0,12.630471554356527
12465,820318,IIVI,II-VI INC,2018-06-30,62499000.0,88002000.0,1158794000.0,2.0549051899078643
12466,1636519,MSGS,MADISON SQUARE GARDEN SPORTS CORP.,2018-06-30,23639000.0,141594000.0,1559095000.0,2.6281522842527654
12467,1638290,MCFT,"MASTERCRAFT BOAT HOLDINGS, INC.",2018-06-30,18619793.0,39653000.0,332725000.0,1.3430762100834022
12468,1564708,NWSA,NEWS CORPORATION,2018-06-30,582700000.0,-1514000000.0,9024000000.0,1.0318645537745024
12469,34563,FARM,FARMER BROTHERS CO,2018-06-30,16815020.0,-18280000.0,606544000.0,0.7859377446886311
12470,1357450,HOLI,"HOLLYSYS AUTOMATION TECHNOLOGIES, LTD.",2018-06-30,60434019.0,107161000.0,540768000.0,2.465335276615391
12471,730464,ATGE,ADTALEM GLOBAL EDUCATION INC.,2018-06-30,61462000.0,33769000.0,960277000.0,3.046611661235696
12472,37472,FLXS,"FLEXSTEEL INDUSTRIES, INC.",2018-06-30,7848000.0,17666000.0,489180000.0,0.5881427670846933
12473,1387467,AOSL,Alpha and Omega Semiconductor Limited,2018-06-30,23901000.0,14263000.0,421553000.0,0.8595340475645928
12474,319201,KLAC,KLA CORPORATION,2018-06-30,156346000.0,802265000.0,4036701000.0,3.9405053052006846
12475,842023,TECH,BIO-TECHNE Corp,2018-06-30,37476000.0,126150000.0,642993000.0,8.795590771969852
12478,93676,SCX,STARRETT L S CO,2018-06-30,7014000.0,-3633000.0,216328000.0,0.1977802195328059
12479,896429,CTLPP,"CANTALOUPE, INC.",2018-06-30,51840518.0,-11284000.0,132508000.0,9.135117238774928
12480,1606757,KE,"KIMBALL ELECTRONICS, INC.",2018-06-30,26745000.0,16752000.0,1072061000.0,0.39541430963574636
12481,76334,PH,PARKER-HANNIFIN CORPORATION,2018-06-30,133004613.0,1060801000.0,14302392000.0,1.5308781036503134
12482,1564708,NWS,NEWS CORPORATION,2018-06-30,582700000.0,-1514000000.0,9024000000.0,1.0492990913120568
12483,1078271,EXTR,"EXTREME NETWORKS, INC.",2018-06-30,114221000.0,-46792000.0,983142000.0,1.2431212156678009
12484,1084869,FLWS,1 800 FLOWERS COM INC,2018-07-01,64666000.0,40791000.0,1151921000.0,0.7073329027495128
12485,933034,STRT,STRATTEC SECURITY CORP,2018-07-01,3628000.0,12283000.0,439195000.0,0.3139015699176903
12486,103595,VLGEA,"VILLAGE SUPER MARKET, INC.",2018-07-28,,25080000.0,1612015000.0,
12487,1576942,SFIX,"STITCH FIX, INC.",2018-07-28,75947759.0,44900000.0,1226505000.0,1.1752813327739184
12488,1020859,UNFI,"UNITED NATURAL FOODS, INC.",2018-07-28,50530000.0,162777000.0,10226683000.0,0.22521060763526096
12489,858877,CSCO,"CISCO SYSTEMS, INC.",2018-07-28,4837000000.0,110000000.0,49330000000.0,4.187882942866293
12490,16732,CPB,CAMPBELL SOUP CO,2018-07-29,301000000.0,261000000.0,6615000000.0,1.530708966936384
12491,74046,ODC,OIL-DRI CORPORATION OF AMERICA,2018-07-31,,8240000.0,266000000.0,
12492,812011,MTN,"Vail Resorts, Inc.",2018-07-31,40397000.0,379898000.0,2011553000.0,4.8356634693592
12493,914712,STCN,"Steel Connect, Inc.",2018-07-31,59179000.0,36715000.0,645258000.0,0.18801308496465813
12494,23197,CMTL,COMTECH TELECOMMUNICATIONS CORP /DE/,2018-07-31,23825000.0,29769000.0,570589000.0,1.3069345567877535
12495,1327567,PANW,Palo Alto Networks Inc,2018-07-31,,-122200000.0,2273100000.0,
12496,1005731,IDT,IDT CORPORATION,2018-07-31,24655000.0,4208000.0,1547495000.0,0.07806778202920464
12497,730263,THO,"THOR Industries, Inc.",2018-07-31,52674161.0,430151000.0,8328909000.0,0.5856261880428287
12498,1618732,NTNX,"NUTANIX, INC.",2018-07-31,,-297161000.0,1155457000.0,
12499,896878,INTU,INTUIT INC,2018-07-31,256000000.0,1329000000.0,6025000000.0,8.565908973029044
12500,29644,DCI,"DONALDSON COMPANY, INC.",2018-07-31,130300000.0,180300000.0,2734200000.0,2.249345365888015
12501,316253,ENZ,"ENZO BIOCHEM, INC.",2018-07-31,46972.0,-10321000.0,101013000.0,0.0030225614524863136
12503,746598,BRC,BRADY CORP,2018-07-31,51677000.0,91060000.0,1173851000.0,1.71691551994248
12505,900075,CPRT,COPART INC,2018-07-31,231793000.0,417867000.0,1805695000.0,7.038403835877963
12506,1713683,ZS,"ZSCALER, INC.",2018-07-31,,-33646000.0,190174000.0,
12507,1067294,CBRL,"Cracker Barrel Old Country Store, Inc.",2018-08-03,24011161.0,247620000.0,3030445000.0,1.2377006086623403
12508,1702744,SMPL,The Simply Good Foods Company,2018-08-25,70582149.0,37386000.0,431429000.0,2.362396134572668
12509,866787,AZO,AUTOZONE INC,2018-08-25,26970000.0,1337536000.0,11221077000.0,1.612588693800588
12510,107687,WGO,"WINNEBAGO INDUSTRIES, INC.",2018-08-25,31596000.0,102357000.0,2016829000.0,0.636046760428539
12511,717954,UNF,UNIFIRST CORPORATION,2018-08-25,19811000.0,163895000.0,1696489000.0,2.0657757162488246
12512,723125,MU,"Micron Technology, Inc.",2018-08-30,1152000000.0,14135000000.0,30391000000.0,1.9877884379575776
12513,1722380,AIU,ONESMART INTERNATIONAL EDUCATION GROUP LTD,2018-08-31,4145000000.0,36008000.0,419135000.0,2744.3126916148735
12514,836157,LNN,LINDSAY CORP,2018-08-31,10741000.0,20277000.0,547705000.0,1.902063276863911
12515,1013237,FDS,FactSet Research Systems Inc.,2018-08-31,38733000.0,267085000.0,1350145000.0,5.683098879311089
12516,105132,WDFC,WD-40 COMPANY,2018-08-31,13929000.0,65215000.0,408518000.0,4.9866009576077435
12517,1618921,WBA,"WALGREENS BOOTS ALLIANCE, INC.",2018-08-31,991000000.0,5024000000.0,131537000000.0,0.4521907938727795
12518,1616533,SGH,"SMART GLOBAL HOLDINGS, INC.",2018-08-31,22051000.0,119463000.0,1288821000.0,0.27263886470888343
12519,923120,GBX,GREENBRIER COMPANIES INC,2018-08-31,30857000.0,151781000.0,2519464000.0,0.6460527913873745
12520,1144215,AYI,"ACUITY BRANDS, INC",2018-08-31,40900000.0,349600000.0,3680100000.0,1.2877593305440629
12521,1467373,ACN,Accenture plc,2018-08-31,628451742.0,4059907000.0,40992534000.0,2.507979091322361
12522,830524,CCF,CHASE CORPORATION,2018-08-31,9296648.0,43143000.0,284188000.0,3.835601707320506
12523,1696355,BEDU,BRIGHT SCHOLAR EDUCATION HOLDINGS LTD,2018-08-31,122088201.0,36159000.0,251665000.0,32.270306640486424
12524,823277,CHSCL,CHS Inc.,2018-08-31,,775907000.0,32683347000.0,
12525,823277,CHSCM,CHS Inc.,2018-08-31,,775907000.0,32683347000.0,
12526,886206,FC,Franklin Covey Co.,2018-08-31,13849000.0,-5887000.0,209758000.0,1.6208818706988601
12527,912603,SCHN,"SCHNITZER STEEL INDUSTRIES, INC.",2018-08-31,27645000.0,156451000.0,2364715000.0,0.3939741241931739
12528,823277,CHSCP,CHS Inc.,2018-08-31,,775907000.0,32683347000.0,
12529,898293,JBL,JABIL INC,2018-08-31,172237000.0,86330000.0,22095416000.0,0.2156137451188391
12530,6955,EPAC,ENERPAC TOOL GROUP CORP,2018-08-31,60441000.0,-21648000.0,641303000.0,2.7661548021082263
12531,823277,CHSCO,CHS Inc.,2018-08-31,,775907000.0,32683347000.0,
12532,1041803,PSMT,"PriceSmart, Inc.",2018-08-31,30115000.0,74328000.0,3166702000.0,0.8606453970092545
12533,823277,CHSCN,CHS Inc.,2018-08-31,,775907000.0,32683347000.0,
12534,784539,EACO,EACO CORP,2018-08-31,,6949000.0,193284000.0,
12535,1003078,MSM,"MSC INDUSTRIAL DIRECT CO., INC.",2018-09-01,56355000.0,329223000.0,3203878000.0,1.4924793216249477
12536,909832,COST,COSTCO WHOLESALE CORP /NEW,2018-09-02,438515000.0,3134000000.0,141576000000.0,0.6472909449798114
12537,4127,SWKS,"Skyworks Solutions, Inc.",2018-09-28,181300000.0,918400000.0,3868000000.0,4.279392593920292
12538,1681622,VREX,VAREX IMAGING CORPORATION,2018-09-28,37900000.0,27500000.0,773400000.0,1.5387380211304598
12539,52988,J,Jacobs Engineering Group Inc.,2018-09-28,137536000.0,163431000.0,14984646000.0,0.6671824062965017
12540,1385157,TEL,TE CONNECTIVITY LTD.,2018-09-28,350000000.0,2565000000.0,13988000000.0,2.293966264427475
