,cik,entityName,date,NetIncomeLoss,Revenues,ticker,close
6948,1022652,INSEEGO CORP.,2015-12-31,-52286000.0,220942000.0,INSG,1.840000033378601
9395,1022652,INSEEGO CORP.,2016-12-31,-60573000.0,243555000.0,INSG,2.299999952316284
10363,1022652,INSEEGO CORP.,2017-12-31,-45735000.0,219297000.0,INSG,1.840000033378601
14751,1022652,INSEEGO CORP.,2018-12-31,-8058000.0,202463000.0,INSG,3.7200000286102295
16696,1022652,INSEEGO CORP.,2019-12-31,-40125000.0,219496000.0,INSG,6.349999904632568
20096,1022652,INSEEGO CORP.,2020-12-31,-111215000.0,313832000.0,INSG,9.93000030517578
22024,1022652,INSEEGO CORP.,2021-12-31,-48125000.0,262399000.0,INSG,6.460000038146973
16670,1104506,INSMED INC,2019-12-31,-254337000.0,136467000.0,INSM,23.049999237060547
18764,1104506,INSMED INC,2020-12-31,-294090000.0,164413000.0,INSM,39.0099983215332
22031,1104506,INSMED INC,2021-12-31,-434654000.0,188461000.0,INSM,27.520000457763672
18600,1609550,"Inspire Medical Systems, Inc.",2020-12-31,-57203000.0,115381000.0,INSP,185.7400054931641
21757,1609550,"Inspire Medical Systems, Inc.",2021-12-31,-42042000.0,233394000.0,INSP,223.2700042724609
16847,1841804,"Instructure Holdings, Inc.",2019-12-31,-80819000.0,258473000.0,INST,
21228,1841804,"Instructure Holdings, Inc.",2021-12-31,-88679000.0,405361000.0,INST,22.270000457763672
6274,1679049,"International Seaways, Inc.",2014-12-31,-119099000.0,517018000.0,INSW,
6738,1679049,"International Seaways, Inc.",2015-12-31,173170000.0,497634000.0,INSW,
8558,1679049,"International Seaways, Inc.",2016-12-31,-18223000.0,398319000.0,INSW,15.0
11859,1679049,"International Seaways, Inc.",2017-12-31,-106088000.0,290101000.0,INSW,16.989999771118164
13084,1679049,"International Seaways, Inc.",2018-12-31,-88940000.0,270361000.0,INSW,19.280000686645508
16994,1679049,"INTERNATIONAL SEAWAYS, INC.",2019-12-31,-830000.0,366184000.0,INSW,26.479999542236328
19217,1679049,"INTERNATIONAL SEAWAYS, INC.",2020-12-31,-5531000.0,421648000.0,INSW,16.889999389648438
22478,1679049,"INTERNATIONAL SEAWAYS, INC.",2021-12-31,-133492000.0,272546000.0,INSW,14.600000381469728
6277,1679049,"International Seaways, Inc.",2014-12-31,-119099000.0,517018000.0,INSW-PA,
6803,1679049,"International Seaways, Inc.",2015-12-31,173170000.0,497634000.0,INSW-PA,
8557,1679049,"International Seaways, Inc.",2016-12-31,-18223000.0,398319000.0,INSW-PA,
11788,1679049,"International Seaways, Inc.",2017-12-31,-106088000.0,290101000.0,INSW-PA,
13310,1679049,"International Seaways, Inc.",2018-12-31,-88940000.0,270361000.0,INSW-PA,
16995,1679049,"INTERNATIONAL SEAWAYS, INC.",2019-12-31,-830000.0,366184000.0,INSW-PA,
19216,1679049,"INTERNATIONAL SEAWAYS, INC.",2020-12-31,-5531000.0,421648000.0,INSW-PA,
22566,1679049,"INTERNATIONAL SEAWAYS, INC.",2021-12-31,-133492000.0,272546000.0,INSW-PA,
693,789460,WORLD FUEL SERVICES CORPORATION,2009-12-31,117139000.0,11295177000.0,INT,26.790000915527344
985,789460,WORLD FUEL SERVICES CORPORATION,2010-12-31,146865000.0,19131147000.0,INT,30.100000381469727
7337,789460,WORLD FUEL SERVICES CORPORATION,2015-12-31,174500000.0,30381400000.0,INT,43.59000015258789
9548,789460,WORLD FUEL SERVICES CORPORATION,2016-12-31,126500000.0,27015800000.0,INT,44.459999084472656
11321,789460,WORLD FUEL SERVICES CORPORATION,2017-12-31,-170200000.0,33695500000.0,INT,28.06999969482422
13088,789460,WORLD FUEL SERVICES CORPORATION,2018-12-31,127700000.0,39750300000.0,INT,25.790000915527344
17293,789460,WORLD FUEL SERVICES CORPORATION,2019-12-31,178900000.0,36819000000.0,INT,42.400001525878906
19571,789460,WORLD FUEL SERVICES CORPORATION,2020-12-31,109600000.0,20358300000.0,INT,28.420000076293945
21889,789460,WORLD FUEL SERVICES CORPORATION,2021-12-31,73700000.0,31337000000.0,INT,24.989999771118164
17943,1565687,"Intapp, Inc.",2020-06-30,-45915000.0,186852000.0,INTA,
20862,1565687,"Intapp, Inc.",2021-06-30,-46764000.0,214633000.0,INTA,
23896,1565687,"Intapp, Inc.",2022-06-30,-99678000.0,272071000.0,INTA,24.940000534057617
8891,50863,INTEL CORP,2016-12-31,10316000000.0,59387000000.0,INTC,34.70000076293945
10220,50863,INTEL CORP,2017-12-30,9601000000.0,62761000000.0,INTC,44.84000015258789
12719,50863,INTEL CORP,2018-12-29,21053000000.0,70848000000.0,INTC,46.880001068115234
15380,50863,INTEL CORPORATION,2019-12-28,21048000000.0,71965000000.0,INTC,58.04999923706055
18229,50863,INTEL CORPORATION,2020-12-26,20899000000.0,77867000000.0,INTC,44.27999877929688
21167,50863,INTEL CORPORATION,2021-12-25,19868000000.0,79024000000.0,INTC,49.0
7758,896878,INTUIT INC,2016-07-31,979000000.0,4694000000.0,INTU,106.66000366210938
9998,896878,INTUIT INC,2017-07-31,985000000.0,5196000000.0,INTU,132.80999755859375
12499,896878,INTUIT INC,2018-07-31,1329000000.0,6025000000.0,INTU,201.6000061035156
15133,896878,INTUIT INC,2019-07-31,1557000000.0,6784000000.0,INTU,261.3299865722656
18024,896878,INTUIT INC,2020-07-31,1826000000.0,7679000000.0,INTU,290.32000732421875
20950,896878,INTUIT INC,2021-07-31,2062000000.0,9633000000.0,INTU,439.0899963378906
23974,896878,INTUIT INC,2022-07-31,2066000000.0,12726000000.0,INTU,414.4599914550781
21238,1036044,"Identiv, Inc.",2021-12-31,1620000.0,103769000.0,INVE,22.989999771118164
9010,1687229,Invitation Homes Inc.,2016-12-31,-78239000.0,922587000.0,INVH,
11320,1687229,Invitation Homes Inc.,2017-12-31,-105337000.0,1054456000.0,INVH,23.549999237060547
14226,1687229,Invitation Homes Inc.,2018-12-31,-4927000.0,1722962000.0,INVH,21.459999084472656
15690,1687229,Invitation Homes Inc.,2019-12-31,145463000.0,1764685000.0,INVH,30.530000686645508
18542,1687229,Invitation Homes Inc.,2020-12-31,196212000.0,1822828000.0,INVH,28.57999992370605
22370,1687229,Invitation Homes Inc.,2021-12-31,261425000.0,1996615000.0,INVH,40.43999862670898
8095,866609,ION Geophysical Corporation,2016-12-31,-65148000.0,172808000.0,IOGPQ,7.400000095367432
10475,866609,ION Geophysical Corporation,2017-12-31,-30242000.0,197554000.0,IOGPQ,13.149999618530272
14108,866609,ION Geophysical Corporation,2018-12-31,-71171000.0,180045000.0,IOGPQ,11.8100004196167
15866,866609,ION Geophysical Corporation,2019-12-31,-48199000.0,174679000.0,IOGPQ,8.430000305175781
20220,866609,ION Geophysical Corporation,2020-12-31,-37225000.0,122674000.0,IOGPQ,1.8899999856948853
578,874015,"IONIS PHARMACEUTICALS, INC.",2009-12-31,155066000.0,121600000.0,IONS,11.109999656677246
1064,874015,"IONIS PHARMACEUTICALS, INC.",2010-12-31,-61251000.0,108473000.0,IONS,9.4399995803833
4747,874015,"IONIS PHARMACEUTICALS, INC.",2013-12-31,-60644000.0,147285000.0,IONS,38.7599983215332
5423,874015,"IONIS PHARMACEUTICALS, INC.",2014-12-31,-38984000.0,214161000.0,IONS,51.790000915527344
7486,874015,"IONIS PHARMACEUTICALS, INC.",2015-12-31,-88278000.0,283703000.0,IONS,61.040000915527344
9479,874015,"IONIS PHARMACEUTICALS, INC.",2016-12-31,-60400000.0,346620000.0,IONS,43.7599983215332
10948,874015,"IONIS PHARMACEUTICALS, INC.",2017-12-31,346000.0,507666000.0,IONS,55.4900016784668
14344,874015,"IONIS PHARMACEUTICALS, INC.",2018-12-31,273741000.0,599674000.0,IONS,58.290000915527344
16229,874015,"Ionis Pharmaceuticals, Inc",2019-12-31,278143000.0,1122599000.0,IONS,63.959999084472656
19183,874015,"Ionis Pharmaceuticals, Inc",2020-12-31,-444263000.0,729264000.0,IONS,50.52999877929688
21682,874015,"Ionis Pharmaceuticals, Inc",2021-12-31,-28597000.0,810456000.0,IONS,26.5
14049,51434,INTERNATIONAL PAPER CO /NEW/,2018-12-31,2012000000.0,23306000000.0,IP,38.21969604492188
16659,51434,INTERNATIONAL PAPER COMPANY,2019-12-31,1225000000.0,18317000000.0,IP,43.88257598876953
18779,51434,INTERNATIONAL PAPER COMPANY,2020-12-31,482000000.0,17565000000.0,IP,46.85606002807617
23279,51434,INTERNATIONAL PAPER COMPANY,2021-12-31,1752000000.0,19363000000.0,IP,45.52000045776367
1657,822663,"Inter Parfums, Inc.",2010-12-31,26593000.0,460400000.0,IPAR,18.26000022888184
2487,822663,"Inter Parfums, Inc.",2011-12-31,32303000.0,615200000.0,IPAR,17.139999389648438
3189,822663,"Inter Parfums, Inc.",2012-12-31,131136000.0,654100000.0,IPAR,20.020000457763672
4634,822663,"Inter Parfums, Inc.",2013-12-31,39211000.0,563600000.0,IPAR,36.400001525878906
5531,822663,"Inter Parfums, Inc.",2014-12-31,29436000.0,499300000.0,IPAR,25.649999618530277
8021,822663,"Inter Parfums, Inc.",2016-12-31,33331000.0,521072000.0,IPAR,34.45000076293945
11511,822663,"Inter Parfums, Inc.",2017-12-31,41594000.0,591251000.0,IPAR,44.29999923706055
13478,822663,"Inter Parfums, Inc.",2018-12-31,53793000.0,675600000.0,IPAR,61.77000045776367
16143,822663,"Inter Parfums, Inc.",2019-12-31,60249000.0,713500000.0,IPAR,70.48999786376953
19704,822663,"Inter Parfums, Inc.",2020-12-31,38219000.0,539000000.0,IPAR,54.310001373291016
23041,822663,"Inter Parfums, Inc.",2021-12-31,87411000.0,879500000.0,IPAR,87.83000183105469
485,51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",2009-12-31,121300000.0,6007400000.0,IPG,7.380000114440918
1559,51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",2010-12-31,261100000.0,6507300000.0,IPG,10.649999618530272
2078,51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",2011-12-31,532300000.0,7014600000.0,IPG,9.380000114440918
3654,51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",2012-12-31,446700000.0,6956200000.0,IPG,10.81999969482422
4429,51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",2013-12-31,267900000.0,7122300000.0,IPG,17.399999618530273
5364,51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",2014-12-31,477100000.0,7537100000.0,IPG,20.290000915527344
6728,51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",2015-12-31,454600000.0,7613800000.0,IPG,23.0
8770,51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",2016-12-31,605000000.0,9056200000.0,IPG,24.06999969482422
12072,51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",2017-12-31,554400000.0,9047600000.0,IPG,19.780000686645508
13557,51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",2018-12-31,618900000.0,9714400000.0,IPG,23.5
17113,51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",2019-12-31,656000000.0,10221300000.0,IPG,22.399999618530277
20416,51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",2020-12-31,351100000.0,9061000000.0,IPG,22.280000686645508
22160,51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",2021-12-31,952800000.0,10240700000.0,IPG,33.189998626708984
9225,1111928,IPG PHOTONICS CORP,2016-12-31,260752000.0,1006173000.0,IPGP,97.01000213623048
11391,1111928,IPG PHOTONICS CORP,2017-12-31,347614000.0,1408889000.0,IPGP,228.97999572753903
14233,1111928,IPG PHOTONICS CORP,2018-12-31,404027000.0,1459874000.0,IPGP,142.14999389648438
15585,1111928,IPG PHOTONICS CORP,2019-12-31,180234000.0,1314581000.0,IPGP,142.08999633789062
20392,1111928,IPG PHOTONICS CORP,2020-12-31,159572000.0,1200724000.0,IPGP,207.00999450683597
22677,1111928,IPG PHOTONICS CORP,2021-12-31,278416000.0,1460860000.0,IPGP,164.19000244140625
13976,1722608,"IQIYI, INC.",2018-12-31,-1324961000.0,3634516000.0,IQ,20.309999465942383
16536,1722608,"IQIYI, INC.",2019-12-31,-1482854000.0,4164678000.0,IQ,19.149999618530277
18389,1722608,"IQIYI, INC.",2020-12-31,-1078675000.0,4552830000.0,IQ,22.36000061035156
21302,1722608,"iQIYI, Inc.",2021-12-31,-968143000.0,4794645000.0,IQ,6.239999771118164
2496,1478242,IQVIA HOLDINGS INC.,2011-12-31,241772000.0,4327748000.0,IQV,
3372,1478242,IQVIA HOLDINGS INC.,2012-12-31,177546000.0,4865513000.0,IQV,
4481,1478242,IQVIA HOLDINGS INC.,2013-12-31,226591000.0,5099545000.0,IQV,43.18999862670898
5945,1478242,IQVIA HOLDINGS INC.,2014-12-31,357000000.0,5460000000.0,IQV,57.81999969482422
6711,1478242,IQVIA HOLDINGS INC.,2015-12-31,387000000.0,5737000000.0,IQV,67.98999786376953
8049,1478242,IQVIA HOLDINGS INC.,2016-12-31,72000000.0,6878000000.0,IQV,76.83000183105469
11971,1478242,IQVIA HOLDINGS INC.,2017-12-31,1277000000.0,9739000000.0,IQV,102.01000213623048
13420,1478242,IQVIA HOLDINGS INC.,2018-12-31,259000000.0,10412000000.0,IQV,125.06999969482422
15954,1478242,IQVIA HOLDINGS INC.,2019-12-31,191000000.0,11088000000.0,IQV,145.97999572753906
20060,1478242,IQVIA HOLDINGS INC.,2020-12-31,279000000.0,11359000000.0,IQV,168.99000549316406
22989,1478242,IQVIA HOLDINGS INC.,2021-12-31,966000000.0,13874000000.0,IQV,259.1300048828125
7432,1699150,Ingersoll Rand Inc.,2015-12-31,-351200000.0,2126900000.0,IR,
9041,1699150,Ingersoll Rand Inc.,2016-12-31,-36600000.0,1939400000.0,IR,
11076,1699150,Ingersoll Rand Inc.,2017-12-31,18400000.0,2375400000.0,IR,32.40999984741211
14703,1699150,Ingersoll Rand Inc.,2018-12-31,269400000.0,2689800000.0,IR,24.75
17238,1699150,Ingersoll Rand Inc.,2019-12-31,159100000.0,2017500000.0,IR,33.869998931884766
19609,1699150,Ingersoll Rand Inc.,2020-12-31,-33300000.0,3973200000.0,IR,44.27000045776367
22517,1699150,Ingersoll Rand Inc.,2021-12-31,562500000.0,5152400000.0,IR,58.34000015258789
9613,1159167,iROBOT CORPORATION,2016-12-31,41939000.0,660604000.0,IRBT,57.0
10237,1159167,iROBOT CORPORATION,2017-12-30,50964000.0,883911000.0,IRBT,68.62000274658203
12722,1159167,iROBOT CORPORATION,2018-12-29,87992000.0,1092584000.0,IRBT,88.16999816894531
15375,1159167,iROBOT CORPORATION,2019-12-28,85300000.0,1214010000.0,IRBT,43.560001373291016
20559,1159167,iROBOT CORPORATION,2021-01-02,147068000.0,1430390000.0,IRBT,78.43000030517578
23580,1159167,iROBOT CORPORATION,2022-01-01,30390000.0,1564987000.0,IRBT,75.91000366210938
1306,1418819,Iridium Communications Inc.,2010-12-31,19941000.0,348173000.0,IRDM,9.34000015258789
2581,1418819,Iridium Communications Inc.,2011-12-31,41035000.0,384307000.0,IRDM,7.110000133514404
8104,1418819,Iridium Communications Inc.,2016-12-31,111032000.0,433640000.0,IRDM,8.800000190734863
11444,1418819,Iridium Communications Inc.,2017-12-31,233856000.0,448046000.0,IRDM,12.350000381469728
13736,1418819,Iridium Communications Inc.,2018-12-31,-13384000.0,523008000.0,IRDM,23.8799991607666
16461,1418819,Iridium Communications Inc.,2019-12-31,-161999000.0,560444000.0,IRDM,23.299999237060547
19788,1418819,Iridium Communications Inc.,2020-12-31,-56054000.0,583439000.0,IRDM,32.09000015258789
23164,1418819,Iridium Communications Inc.,2021-12-31,-9319000.0,614500000.0,IRDM,38.45000076293945
11265,1466085,"Independence Realty Trust, Inc.",2017-12-31,30206000.0,161216000.0,IRT,10.329999923706056
14117,1466085,"Independence Realty Trust, Inc.",2018-12-31,26288000.0,191232000.0,IRT,10.100000381469728
17422,1466085,"INDEPENDENCE REALTY TRUST, INC.",2019-12-31,45896000.0,203223000.0,IRT,14.9399995803833
19085,1466085,"INDEPENDENCE REALTY TRUST, INC.",2020-12-31,14768000.0,211906000.0,IRT,12.880000114440918
23420,1466085,"INDEPENDENCE REALTY TRUST, INC.",2021-12-31,44589000.0,250252000.0,IRT,24.5
13831,1388658,"iRhythm Technologies, Inc.",2018-12-31,-50378000.0,147277000.0,IRTC,69.4800033569336
16804,1388658,"iRhythm Technologies, Inc.",2019-12-31,-54568000.0,214552000.0,IRTC,72.08999633789062
18605,1388658,"iRhythm Technologies, Inc.",2020-12-31,-43830000.0,265166000.0,IRTC,244.50999450683597
23311,1388658,"iRhythm Technologies, Inc.",2021-12-31,-101361000.0,322825000.0,IRTC,105.5999984741211
6973,1446847,IRONWOOD PHARMACEUTICALS INC,2015-12-31,-142669000.0,149555000.0,IRWD,10.217755317687988
8940,1446847,IRONWOOD PHARMACEUTICALS INC,2016-12-31,-81708000.0,273957000.0,IRWD,13.073701858520508
10333,1446847,IRONWOOD PHARMACEUTICALS INC,2017-12-31,-116937000.0,298276000.0,IRWD,14.463987350463867
13270,1446847,IRONWOOD PHARMACEUTICALS INC,2018-12-31,-282368000.0,346639000.0,IRWD,11.574539184570312
16877,1446847,"IRONWOOD PHARMACEUTICALS, INC.",2019-12-31,21505000.0,428413000.0,IRWD,12.020000457763672
19524,1446847,"IRONWOOD PHARMACEUTICALS, INC.",2020-12-31,106176000.0,389523000.0,IRWD,11.520000457763672
22513,1446847,"IRONWOOD PHARMACEUTICALS, INC.",2021-12-31,528448000.0,413753000.0,IRWD,11.09000015258789
16996,1837430,ironSource Ltd,2019-12-31,83895000.0,181107000.0,IS,
18356,1837430,ironSource Ltd,2020-12-31,95289000.0,331519000.0,IS,
21403,1837430,ironSource Ltd,2021-12-31,59821000.0,553466000.0,IS,8.579999923706055
2987,51548,INTERNATIONAL SPEEDWAY CORP,2012-11-30,54578000.0,614435000.0,ISCB,23.38999938964844
4136,51548,INTERNATIONAL SPEEDWAY CORP,2013-11-30,45292000.0,615053000.0,ISCB,29.76000022888184
5305,51548,INTERNATIONAL SPEEDWAY CORP,2014-11-30,67379000.0,653954000.0,ISCB,32.36249923706055
6525,51548,INTERNATIONAL SPEEDWAY CORP,2015-11-30,56634000.0,647469000.0,ISCB,31.627500534057617
7899,51548,INTERNATIONAL SPEEDWAY CORP,2016-11-30,76338000.0,663166000.0,ISCB,36.182498931884766
10165,51548,INTERNATIONAL SPEEDWAY CORP,2017-11-30,110823000.0,673417000.0,ISCB,41.68000030517578
12680,51548,INTERNATIONAL SPEEDWAY CORP,2018-11-30,225284000.0,677082000.0,ISCB,45.057498931884766
10892,1410939,"IVERIC bio, Inc.",2017-12-31,114205000.0,209977000.0,ISEE,3.140000104904175
8101,1035267,"Intuitive Surgical, Inc.",2016-12-31,738300000.0,2706500000.0,ISRG,71.52666473388672
10457,1035267,"Intuitive Surgical, Inc.",2017-12-31,670900000.0,3138200000.0,ISRG,133.25999450683594
14576,1035267,"Intuitive Surgical, Inc.",2018-12-31,1127900000.0,3724200000.0,ISRG,176.9566650390625
15864,1035267,"Intuitive Surgical, Inc.",2019-12-31,1379300000.0,4478500000.0,ISRG,197.63333129882807
20187,1035267,"Intuitive Surgical, Inc.",2020-12-31,1060600000.0,4358400000.0,ISRG,242.01666259765625
22876,1035267,"Intuitive Surgical, Inc.",2021-12-31,1704600000.0,5710100000.0,ISRG,324.3399963378906
218,749251,"Gartner, Inc.",2009-12-31,82964000.0,1139800000.0,IT,18.040000915527344
955,749251,"Gartner, Inc.",2010-12-31,96285000.0,1288454000.0,IT,32.16999816894531
2626,749251,"Gartner, Inc.",2011-12-31,136902000.0,1468588000.0,IT,37.83000183105469
3267,749251,"Gartner, Inc.",2012-12-31,165903000.0,1615808000.0,IT,47.880001068115234
5101,749251,"Gartner, Inc.",2013-12-31,182801000.0,1784213000.0,IT,64.6500015258789
6094,749251,"Gartner, Inc.",2014-12-31,183766000.0,2021441000.0,IT,85.4800033569336
8245,749251,"Gartner, Inc.",2016-12-31,193582000.0,2444540000.0,IT,102.81999969482422
11730,749251,"Gartner, Inc.",2017-12-31,3279000.0,3311494000.0,IT,120.88999938964844
14020,749251,"Gartner, Inc.",2018-12-31,122456000.0,3975454000.0,IT,127.83999633789062
16702,749251,"GARTNER, INC.",2019-12-31,233290000.0,4245321000.0,IT,160.4600067138672
19654,749251,"GARTNER, INC.",2020-12-31,266745000.0,4099403000.0,IT,152.0
23294,749251,"GARTNER, INC.",2021-12-31,793560000.0,4733962000.0,IT,312.25
7928,1114483,INTEGER HOLDINGS CORPORATION,2016-12-30,5961000.0,1075502000.0,ITGR,22.049999237060547
10185,1114483,INTEGER HOLDINGS CORPORATION,2017-12-29,66679000.0,1136080000.0,ITGR,48.45000076293945
12698,1114483,INTEGER HOLDINGS CORPORATION,2018-12-28,167964000.0,1215012000.0,ITGR,74.47000122070312
15657,1114483,INTEGER HOLDINGS CORPORATION,2019-12-31,96336000.0,1258094000.0,ITGR,75.8499984741211
20390,1114483,INTEGER HOLDINGS CORPORATION,2020-12-31,77258000.0,1073442000.0,ITGR,72.08999633789062
22386,1114483,INTEGER HOLDINGS CORPORATION,2021-12-31,96808000.0,1221079000.0,ITGR,79.73999786376953
18599,1643154,"IANTHUS CAPITAL HOLDINGS, INC.",2020-12-31,-313362000.0,151669000.0,ITHUF,0.1560000032186508
21746,1643154,"IANTHUS CAPITAL HOLDINGS, INC.",2021-12-31,-77490000.0,203018000.0,ITHUF,0.1599999964237213
17840,350868,"ITERIS, INC.",2020-03-31,-5610000.0,107403000.0,ITI,4.829999923706055
20786,350868,"ITERIS, INC.",2021-03-31,10134000.0,117138000.0,ITI,5.510000228881836
23779,350868,"ITERIS, INC.",2022-03-31,-7080000.0,133572000.0,ITI,3.289999961853028
3770,720858,INVESTORS TITLE CO,2012-12-31,11102496.0,115079092.0,ITIC,60.060001373291016
4679,720858,INVESTORS TITLE CO,2013-12-31,14708210.0,126251497.0,ITIC,79.0
5925,720858,INVESTORS TITLE CO,2014-12-31,9648975.0,123119286.0,ITIC,72.5
6660,720858,INVESTORS TITLE CO,2015-12-31,12533905.0,127200072.0,ITIC,87.05000305175781
9220,720858,INVESTORS TITLE CO,2016-12-31,19523000.0,138488000.0,ITIC,96.0
11276,720858,INVESTORS TITLE CO,2017-12-31,25707000.0,161627000.0,ITIC,201.0
14111,720858,INVESTORS TITLE CO,2018-12-31,21892000.0,156259000.0,ITIC,186.0800018310547
17450,720858,INVESTORS TITLE CO,2019-12-31,31458000.0,183502000.0,ITIC,160.25
19975,720858,INVESTORS TITLE CO,2020-12-31,39420000.0,236408000.0,ITIC,170.0
23339,720858,INVESTORS TITLE CO,2021-12-31,67020000.0,329498000.0,ITIC,216.0
21536,1808865,"iTeos Therapeutics, Inc.",2021-12-31,214500000.0,344775000.0,ITOS,35.29999923706055
522,1358190,"IT TECH PACKAGING, INC.",2009-12-31,12720208.0,102142828.0,ITP,104.8000030517578
1607,1358190,"IT TECH PACKAGING, INC.",2010-12-31,15551536.0,123989917.0,ITP,72.19999694824219
2266,1358190,"IT TECH PACKAGING, INC.",2011-12-31,21648664.0,150747316.0,ITP,37.5
3846,1358190,"IT TECH PACKAGING, INC.",2012-12-31,14672663.0,151116806.0,ITP,19.299999237060547
5106,1358190,"IT TECH PACKAGING, INC.",2013-12-31,13014648.0,125717630.0,ITP,28.600000381469727
6233,1358190,"IT TECH PACKAGING, INC.",2014-12-31,11706360.0,137041447.0,ITP,11.5
7076,1358190,"IT TECH PACKAGING, INC.",2015-12-31,11542205.0,135303173.0,ITP,16.600000381469727
9027,1358190,"IT TECH PACKAGING, INC.",2016-12-31,7312976.0,134744600.0,ITP,11.600000381469728
11822,1358190,"IT TECH PACKAGING, INC.",2017-12-31,1659788.0,117023578.0,ITP,14.0
17177,1358190,"IT TECH PACKAGING, INC.",2019-12-31,2221182.0,117614886.0,ITP,9.800000190734863
20175,1358190,"IT Tech Packaging, Inc.",2020-12-31,-5554002.0,100943269.0,ITP,6.400000095367432
21810,1358190,"IT Tech Packaging, Inc.",2021-12-31,905535.0,160881720.0,ITP,3.0
9608,780571,"ITRON, INC.",2016-12-31,31770000.0,2013186000.0,ITRI,64.19999694824219
10844,780571,"ITRON, INC.",2017-12-31,57298000.0,2018197000.0,ITRI,64.44999694824219
14141,780571,"ITRON, INC.",2018-12-31,-99250000.0,2376117000.0,ITRI,52.13999938964844
15725,780571,"ITRON, INC.",2019-12-31,49006000.0,2502470000.0,ITRI,80.08000183105469
20491,780571,"ITRON, INC.",2020-12-31,-57955000.0,2173350000.0,ITRI,78.61000061035156
22345,780571,"ITRON, INC.",2021-12-31,-81255000.0,1981572000.0,ITRI,61.90999984741211
756,1337117,Ituran Location & Control Ltd.,2009-12-31,18192000.0,121381000.0,ITRN,12.81999969482422
1689,1337117,Ituran Location & Control Ltd.,2010-12-31,9773000.0,147825000.0,ITRN,15.390000343322754
2211,1337117,Ituran Location & Control Ltd.,2011-12-31,22186000.0,160167000.0,ITRN,
3154,1337117,Ituran Location & Control Ltd.,2012-12-31,25960000.0,150318000.0,ITRN,13.06999969482422
4810,1337117,Ituran Location & Control Ltd.,2013-12-31,23762000.0,170167000.0,ITRN,19.82999992370605
5439,1337117,Ituran Location & Control Ltd.,2014-12-31,30429000.0,182127000.0,ITRN,21.700000762939453
7491,1337117,Ituran Location & Control Ltd.,2015-12-31,24971000.0,175628000.0,ITRN,20.200000762939453
9512,1337117,Ituran Location & Control Ltd.,2016-12-31,32139000.0,199574000.0,ITRN,24.950000762939453
11043,1337117,Ituran Location & Control Ltd.,2017-12-31,43794000.0,234636000.0,ITRN,35.599998474121094
14254,1337117,Ituran Location & Control Ltd.,2018-12-31,60675000.0,253335000.0,ITRN,33.11000061035156
17372,1337117,ITURAN LOCATION AND CONTROL LTD.,2019-12-31,6889000.0,279332000.0,ITRN,24.0
19291,1337117,ITURAN LOCATION AND CONTROL LTD.,2020-12-31,16123000.0,245627000.0,ITRN,18.38999938964844
23541,1337117,ITURAN LOCATION AND CONTROL LTD.,2021-12-31,34256000.0,270884000.0,ITRN,26.32999992370605
2551,216228,ITT INC.,2011-12-31,-129500000.0,2085600000.0,ITT,20.170000076293945
3890,216228,ITT INC.,2012-12-31,125400000.0,2227800000.0,ITT,22.3700008392334
4290,216228,ITT INC.,2013-12-31,488500000.0,2496900000.0,ITT,40.81999969482422
5710,216228,ITT INC.,2014-12-31,184500000.0,2654600000.0,ITT,41.400001525878906
7090,216228,ITT INC.,2015-12-31,351800000.0,2485600000.0,ITT,39.709999084472656
8324,216228,ITT INC.,2016-12-31,186100000.0,2405400000.0,ITT,40.369998931884766
10562,216228,ITT INC.,2017-12-31,113500000.0,2585300000.0,ITT,54.20000076293945
13633,216228,ITT INC.,2018-12-31,333700000.0,2745100000.0,ITT,55.45000076293945
16279,216228,ITT INC.,2019-12-31,325100000.0,2846400000.0,ITT,69.77999877929688
20121,216228,ITT INC.,2020-12-31,72500000.0,2477800000.0,ITT,72.62999725341797
23153,216228,ITT INC.,2021-12-31,316300000.0,2765000000.0,ITT,94.58000183105467
10238,1001902,"INTEVAC, INC.",2017-12-30,4118000.0,112847000.0,IVAC,7.449999809265137
15351,1001902,"INTEVAC, INC.",2019-12-28,1148000.0,108885000.0,IVAC,5.96999979019165
3061,742112,INVACARE CORPORATION,2012-12-31,1827000.0,1415818000.0,IVC,14.130000114440918
4773,742112,INVACARE CORPORATION,2013-12-31,33051000.0,1334505000.0,IVC,22.399999618530277
5963,742112,INVACARE CORPORATION,2014-12-31,-56070000.0,1270163000.0,IVC,15.130000114440918
6802,742112,INVACARE CORPORATION,2015-12-31,-26190000.0,1142338000.0,IVC,19.920000076293945
