,cik,ticker,name,date,shares,netincome,revenue,pe,close,revenue growth for previous 2 years,income growth for previous 2 years,price growth for previous 2 years,price growth for next 2 years,revtimesincome,revplusincome,revtimesrev,inctimesinc,pricetimesrev,priceplusrev,priceplusrevplusinc,inctimestimesrev
2427,1276520,GNW,"GENWORTH FINANCIAL, INC.",2017-12-31,499000000.0,817000000.0,7513000000.0,0.2251577335747615,3.390000104904175,-0.062,0.246,-0.18,0.157,-0.015252,0.184,-0.0038439999999999998,0.060516,-0.01116,-0.242,0.0040000000000000036,0.000232623504
2428,1276520,GNW,"GENWORTH FINANCIAL, INC.",2018-12-31,500400000.0,119000000.0,7901000000.0,0.2951352896652347,4.659999847412109,-0.028,-0.618,0.044,-0.095,0.017304,-0.646,-0.0007840000000000001,-0.381924,0.001232,0.015999999999999997,-0.602,-0.00029942841600000004
2429,1276520,GNW,"GENWORTH FINANCIAL, INC.",2019-12-31,502900000.0,343000000.0,7705000000.0,0.2584664528467375,3.9600000381469727,0.013,-0.351,0.081,-0.018,-0.004562999999999999,-0.33799999999999997,0.000169,-0.12320099999999999,0.001053,0.094,-0.257,-2.0820968999999998e-05
2430,1029145,GOGL,GOLDEN OCEAN GROUP LIMITED,2018-12-31,144132000.0,84535000.0,656070000.0,1.5466173952502027,7.039999961853027,0.598,0.409,0.295,0.156,0.24458199999999997,1.007,0.357604,0.16728099999999999,0.17640999999999998,0.893,1.302,0.05982035472399999
2431,1029145,GOGL,Golden Ocean Group Limited,2019-12-31,143505000.0,37189000.0,705799000.0,1.2260362796044586,6.03000020980835,0.239,-0.336,-0.138,0.249,-0.080304,-0.09700000000000003,0.057121,-0.11289600000000001,-0.032982000000000004,0.10099999999999998,-0.23500000000000004,-0.0064487324160000005
2432,1672013,GOLF,Acushnet Holdings Corp.,2018-12-31,74766176.0,99872000.0,1633721000.0,1.0457153639581256,22.850000381469727,0.019,0.49,0.07,0.543,0.009309999999999999,0.509,0.000361,0.24009999999999998,0.00133,0.08900000000000001,0.579,8.667609999999999e-05
2433,1672013,GOLF,Acushnet Holdings Corp.,2019-12-31,75418204.0,121070000.0,1681357000.0,1.348806571872714,30.06999969482422,0.038,0.107,0.23,0.345,0.004066,0.145,0.001444,0.011448999999999999,0.00874,0.268,0.375,1.6532355999999997e-05
2434,40987,GPC,GENUINE PARTS CO,2018-12-31,146657000.0,810474000.0,16831605000.0,0.8366406321727601,96.0199966430664,0.048,0.086,-0.001,0.154,0.004128,0.134,0.002304,0.007395999999999999,-4.8e-05,0.047,0.133,1.7040383999999997e-05
2435,40987,GPC,GENUINE PARTS CO,2019-12-31,145736000.0,621085000.0,17522234000.0,0.8680666358111575,104.37000274658205,0.103,0.003,0.06,0.107,0.000309,0.106,0.010608999999999999,9e-06,0.00618,0.16299999999999998,0.16599999999999998,9.548099999999999e-08
2436,1031203,GPI,"Group 1 Automotive, Inc.",2011-12-31,22157000.0,82394000.0,6079765000.0,0.1789757142790156,49.11000061035156,0.159,0.538,0.316,0.35,0.085542,0.6970000000000001,0.025281,0.28944400000000003,0.050244000000000004,0.475,1.013,0.007317433764000001
2437,1031203,GPI,"Group 1 Automotive, Inc.",2012-12-31,21620000.0,100209000.0,7476100000.0,0.1757107534291339,60.7599983215332,0.165,0.411,0.252,0.156,0.067815,0.576,0.027225000000000003,0.168921,0.04158,0.41700000000000004,0.8280000000000001,0.004598874225
2438,1031203,GPI,"Group 1 Automotive, Inc.",2013-12-31,23096000.0,113992000.0,8918581000.0,0.1772615093720179,68.44999694824219,0.211,0.176,0.181,0.03,0.037135999999999995,0.387,0.044521,0.030975999999999997,0.038190999999999996,0.392,0.5680000000000001,0.0013790824959999998
2439,1031203,GPI,"Group 1 Automotive, Inc.",2014-12-31,23380000.0,93004000.0,9937889000.0,0.2105823329225219,89.51000213623047,0.153,-0.036,0.214,-0.049,-0.005508,0.11699999999999999,0.023409,-0.0012959999999999998,0.032742,0.367,0.331,-3.0338063999999995e-05
2440,1031203,GPI,"Group 1 Automotive, Inc.",2015-12-31,23148000.0,93999000.0,10632505000.0,0.1768238611932781,81.22000122070312,0.092,-0.092,0.089,-0.168,-0.008464,0.0,0.008464,-0.008464,0.008187999999999999,0.181,0.089,-7.163929599999999e-05
2441,1031203,GPI,"Group 1 Automotive, Inc.",2016-12-31,21161000.0,147065000.0,10887612000.0,0.1410848322392553,72.58999633789062,0.047,0.258,-0.1,0.192,0.012126,0.305,0.002209,0.066564,-0.0047,-0.053000000000000005,0.20500000000000002,0.000147039876
2442,1031203,GPI,"Group 1 Automotive, Inc.",2017-12-31,20419858.0,213400000.0,11123721000.0,0.1487470846143494,81.02999877929688,0.023,0.507,-0.001,0.211,0.011661,0.53,0.000529,0.257049,-2.3e-05,0.022,0.529,0.000135978921
2443,1031203,GPI,"Group 1 Automotive, Inc.",2018-12-31,19452560.0,157800000.0,11601400000.0,0.0942329276502082,56.20000076293945,0.032,0.036,-0.12,0.861,0.001152,0.068,0.001024,0.0012959999999999998,-0.00384,-0.088,-0.052,1.3271039999999999e-06
2444,1408075,GPK,GRAPHIC PACKAGING HOLDING CO,2018-12-31,309500000.0,221100000.0,6029400000.0,0.6154683598966849,11.989999771118164,0.185,-0.015,-0.023,0.284,-0.0027749999999999997,0.16999999999999998,0.034225,-0.000225,-0.004255,0.162,0.14700000000000002,-7.700624999999999e-06
2445,1408075,GPK,Graphic Packaging Holding Co,2019-12-31,294100000.0,207000000.0,6160000000.0,0.7767868725045934,16.270000457763672,0.183,-0.169,0.031,0.102,-0.030927000000000003,0.013999999999999985,0.033489,-0.028561000000000003,0.005673,0.214,0.044999999999999984,-0.0009564793290000001
2446,1123360,GPN,GLOBAL PAYMENTS INC,2013-05-31,155534000.0,216125000.0,2375923000.0,1.5187314229724722,23.200000762939453,0.203,0.031,0.041,0.764,0.006293,0.234,0.041209,0.0009609999999999999,0.008323,0.24400000000000002,0.275,3.9601849e-05
2447,1123360,GPN,GLOBAL PAYMENTS INC,2014-05-31,144238000.0,245286000.0,2554236000.0,1.886948935828104,33.415000915527344,0.076,0.142,0.199,0.735,0.010792,0.21799999999999997,0.005776,0.020163999999999998,0.015124,0.275,0.41700000000000004,0.00011646726399999998
2448,1123360,GPN,GLOBAL PAYMENTS INC,2015-05-31,134072000.0,278040000.0,2773718000.0,2.423595332391016,50.13999938964844,0.08,0.134,0.47,0.494,0.01072,0.21400000000000002,0.0064,0.017956000000000003,0.0376,0.5499999999999999,0.6839999999999999,0.00011491840000000003
2449,1123360,GPN,GLOBAL PAYMENTS INC,2016-05-31,132284000.0,271666000.0,2898150000.0,3.294604889453573,72.18000030517578,0.065,0.053,0.47,0.584,0.003445,0.118,0.0042250000000000005,0.002809,0.03055,0.5349999999999999,0.588,1.1868025e-05
2450,1123360,GPN,GLOBAL PAYMENTS INC,2017-12-31,154652000.0,468425000.0,3975163000.0,3.91224328220796,100.55999755859376,0.197,0.298,0.416,0.394,0.058706,0.495,0.038809,0.088804,0.081952,0.613,0.911,0.003446394436
2451,1123360,GPN,GLOBAL PAYMENTS INC,2018-12-31,158672000.0,452053000.0,3366366000.0,5.270109053090838,111.80999755859376,0.078,0.29,0.245,0.032,0.022619999999999998,0.368,0.006084,0.0841,0.01911,0.323,0.613,0.0005116643999999999
2452,1123360,GPN,GLOBAL PAYMENTS INC,2019-12-31,198298000.0,430613000.0,4911892000.0,7.311188643869803,181.1000061035156,0.112,-0.041,0.342,-0.189,-0.004592000000000001,0.07100000000000001,0.012544000000000001,-0.0016810000000000002,0.038304000000000005,0.454,0.41300000000000003,-2.1086464000000004e-05
2453,1309402,GPRE,Green Plains Inc.,2011-12-31,35276000.0,38418000.0,3553712000.0,0.1046255404642603,10.539999961853027,0.649,0.393,-0.047,0.687,0.25505700000000003,1.042,0.42120100000000005,0.154449,-0.030503000000000002,0.602,0.995,0.065054073249
2454,1309402,GPRE,Green Plains Inc.,2012-12-31,30296000.0,11779000.0,3476870000.0,0.0673560071494908,7.730000019073486,0.276,-0.504,-0.161,0.75,-0.139104,-0.22799999999999998,0.07617600000000001,-0.254016,-0.044436,0.11500000000000002,-0.389,-0.019349922816000002
2455,1309402,GPRE,Green Plains Inc.,2013-12-31,30183000.0,43391000.0,3041011000.0,0.1715094949426428,17.280000686645508,-0.075,0.063,0.28,0.252,-0.004725,-0.011999999999999997,-0.005625,0.003969,0.021,0.20500000000000002,0.268,2.2325625e-05
2456,1309402,GPRE,Green Plains Inc.,2015-12-31,37947000.0,7064000.0,2965589000.0,0.3031318400040884,23.690000534057617,-0.012,-0.598,0.171,-0.172,0.007176,-0.61,-0.000144,-0.357604,0.002052,0.159,-0.43899999999999995,-5.1494975999999995e-05
2457,1309402,GPRE,Green Plains Inc.,2016-12-31,38318000.0,10663000.0,3410881000.0,0.3044426981231995,27.100000381469727,0.027,-0.742,-0.05,-0.25,-0.020034,-0.715,0.0007289999999999999,-0.5505639999999999,-0.00135,-0.023000000000000003,-0.765,-0.0004013611559999999
2458,1309402,GPRE,Green Plains Inc.,2017-12-31,39247000.0,61061000.0,3289475000.0,0.2010387569358461,16.850000381469727,0.053,1.939,-0.156,-0.064,0.102767,1.992,0.002809,3.7597210000000003,-0.008268,-0.10300000000000001,1.836,0.010561056289
2459,1309402,GPRE,Green Plains Inc.,2018-12-31,40320000.0,15923000.0,2983932000.0,0.2195760493201587,16.25,-0.065,0.222,-0.226,0.542,-0.01443,0.157,-0.0042250000000000005,0.049284,-0.014690000000000002,-0.29100000000000004,-0.06900000000000003,0.00020822490000000003
2460,1309402,GPRE,Green Plains Inc.,2019-12-31,38111000.0,-166860000.0,2417238000.0,0.2404367091697218,15.25,-0.143,-0.489,-0.049,0.592,0.06992699999999999,-0.632,-0.020448999999999995,-0.239121,-0.007006999999999999,-0.192,-0.681,-0.004889785328999999
2461,1500435,GPRO,"GOPRO, INC.",2017-12-31,138056000.0,-182873000.0,1179741000.0,0.9993703997178884,8.539999961853027,-0.147,0.251,-0.353,0.082,-0.036897,0.10400000000000001,-0.021608999999999996,0.063001,-0.05189099999999999,-0.5,-0.249,0.0013613886089999998
2462,1500435,GPRO,"GOPRO, INC.",2019-12-31,144891000.0,-14642000.0,1194651000.0,0.4899837981744016,4.039999961853027,0.004,0.733,-0.364,0.573,0.002932,0.737,1.6e-05,0.537289,-0.001456,-0.36,0.373,8.596624e-06
2463,39911,GPS,"GAP, INC",2019-02-02,385000000.0,1003000000.0,16580000000.0,0.5981664709360379,25.76000022888184,0.034,0.218,0.071,-0.199,0.007412,0.252,0.0011560000000000001,0.047524,0.002414,0.105,0.323,5.4937744e-05
2464,39911,GPS,"GAP, INC",2020-02-01,376000000.0,351000000.0,16383000000.0,0.4057669605533842,17.68000030517578,0.017,-0.357,-0.28,-0.033,-0.006069,-0.33999999999999997,0.00028900000000000003,-0.12744899999999998,-0.004760000000000001,-0.263,-0.62,-3.6832761e-05
2465,1373670,GRBK,"Green Brick Partners, Inc.",2016-12-31,48879000.0,23756000.0,390985000.0,1.1438874416004223,9.149999618530272,0.26,-0.311,0.037,0.117,-0.08086,-0.05099999999999999,0.06760000000000001,-0.096721,0.00962,0.297,-0.014000000000000012,-0.006538339600000001
2466,1373670,GRBK,"Green Brick Partners, Inc.",2017-12-31,49597000.0,14970000.0,458250000.0,1.3041873637967856,12.050000190734863,0.255,-0.012,0.263,0.344,-0.0030600000000000002,0.243,0.065025,-0.000144,0.067065,0.518,0.506,-9.3636e-06
2467,1373670,GRBK,"Green Brick Partners, Inc.",2018-12-31,50652000.0,51623000.0,623647000.0,0.674117905900457,8.300000190734863,0.263,0.474,-0.047,0.734,0.124662,0.737,0.06916900000000001,0.224676,-0.012361,0.21600000000000003,0.69,0.015540614244
2468,1373670,GRBK,"Green Brick Partners, Inc.",2019-12-31,50530000.0,58656000.0,791660000.0,0.7282763967987947,11.40999984741211,0.314,0.979,-0.027,0.479,0.307406,1.293,0.098596,0.958441,-0.008478,0.287,1.266,0.094498448836
2469,1121788,GRMN,GARMIN LTD.,2019-12-28,189931000.0,952486000.0,3757505000.0,4.937946816757058,97.69000244140624,0.097,0.159,0.255,0.213,0.015423000000000001,0.256,0.009409,0.025281,0.024735,0.352,0.511,0.00023786892900000002
2470,1490281,GRPN,"Groupon, Inc.",2013-12-31,663910194.0,-95393000.0,2573655000.0,46.69147384323074,181.0,0.264,-0.318,-0.281,-0.337,-0.083952,-0.05399999999999999,0.06969600000000001,-0.101124,-0.07418400000000001,-0.017000000000000015,-0.335,-0.0070479383040000015
2471,1490281,GRPN,"Groupon, Inc.",2014-12-31,674832393.0,-73090000.0,2858646000.0,35.5517131203549,150.60000610351562,0.106,-0.436,0.347,-0.134,-0.046216,-0.33,0.011236,-0.190096,0.036781999999999995,0.45299999999999996,0.01699999999999996,-0.0021359186559999997
2472,1490281,GRPN,"Groupon, Inc.",2015-12-31,650106225.0,20668000.0,2954816000.0,12.716913441990403,57.79999923706055,0.072,0.111,-0.435,0.031,0.007991999999999999,0.183,0.005183999999999999,0.012321,-0.03132,-0.363,-0.252,6.387206399999999e-05
2473,1490281,GRPN,"Groupon, Inc.",2016-12-31,576354258.0,-194587000.0,3013615000.0,15.185260547431175,79.4000015258789,0.027,0.001,-0.274,-0.145,2.7e-05,0.028,0.0007289999999999999,1e-06,-0.007398,-0.24700000000000003,-0.24600000000000002,7.289999999999999e-10
2474,1490281,GRPN,"Groupon, Inc.",2017-12-31,559367075.0,14040000.0,2843877000.0,22.18682726680965,112.8000030517578,-0.019,0.001,0.397,-0.483,-1.9e-05,-0.018,-0.000361,1e-06,0.007543,0.378,0.379,3.61e-10
2475,1490281,GRPN,"Groupon, Inc.",2018-12-31,28325555.0,-11079000.0,2636746000.0,0.6595967606365448,61.400001525878906,-0.065,0.001,-0.121,-0.42,-6.500000000000001e-05,-0.064,-0.0042250000000000005,1e-06,-0.007865,-0.186,-0.185,4.225000000000001e-09
2476,42582,GT,GOODYEAR TIRE & RUBBER CO /OH/,2018-12-31,237000000.0,693000000.0,15475000000.0,0.312579642251158,20.40999984741211,0.01,-0.259,-0.184,-0.007,-0.0025900000000000003,-0.249,0.0001,-0.067081,-0.00184,-0.174,-0.433,-6.7081e-06
2477,42582,GT,THE GOODYEAR TIRE & RUBBER COMPANY,2019-12-31,233.0,-311000000.0,14745000000.0,2.5267344500987e-07,15.989999771118164,-0.021,0.416,-0.297,0.122,-0.008736,0.39499999999999996,-0.00044100000000000004,0.173056,-0.006237,-0.318,0.09799999999999998,7.6317696e-05
2478,1273441,GTE,GRAN TIERRA ENERGY INC.,2017-12-31,396683593.0,-31708000.0,421734000.0,2.116353161590007,2.25,0.264,0.634,-0.373,-0.647,0.167376,0.898,0.06969600000000001,0.40195600000000004,-0.098472,-0.10899999999999999,0.525,0.028014725376000006
2479,1273441,GTE,GRAN TIERRA ENERGY INC.,2019-12-31,376495306.0,38690000.0,570983000.0,0.6725685439652703,1.0199999809265137,0.164,-0.386,-0.327,-0.195,-0.063304,-0.222,0.026896000000000003,-0.14899600000000002,-0.053628,-0.163,-0.549,-0.004007396416000001
2480,892553,GTLS,"CHART INDUSTRIES, INC.",2014-12-31,30384000.0,81864000.0,1192952000.0,1.011397451182124,39.709999084472656,0.084,0.072,-0.19,0.107,0.0060479999999999996,0.156,0.007056000000000001,0.005183999999999999,-0.015960000000000002,-0.106,-0.034,3.6578304e-05
2481,892553,GTLS,"CHART INDUSTRIES, INC.",2016-12-31,30580000.0,28200000.0,859200000.0,1.2652688275946362,35.54999923706055,-0.151,0.001,-0.054,0.246,-0.000151,-0.15,-0.022801,1e-06,-0.008154,-0.205,-0.204,2.2800999999999997e-08
2482,892553,GTLS,"CHART INDUSTRIES, INC.",2017-12-31,30740000.0,28000000.0,988800000.0,1.5133729868336403,48.68000030517578,-0.025,-0.003,0.511,0.457,7.500000000000001e-05,-0.028,-0.0006250000000000001,-9e-06,0.012775000000000002,0.486,0.483,-5.6250000000000016e-09
2483,892553,GTLS,"CHART INDUSTRIES, INC.",2018-12-31,31050000.0,88000000.0,1003900000.0,1.9658711451745052,63.560001373291016,0.081,0.767,0.337,0.657,0.062127,0.848,0.006561,0.5882890000000001,0.027297000000000002,0.41800000000000004,1.185,0.0038597641290000003
2484,892553,GTLS,"CHART INDUSTRIES, INC",2019-12-31,33910000.0,46400000.0,1215500000.0,1.5399687584296806,55.20000076293945,0.109,0.287,0.065,0.778,0.031283,0.39599999999999996,0.011881,0.08236899999999998,0.007085,0.174,0.46099999999999997,0.0009786260889999997
2485,43196,GTN,GRAY TELEVISION INC,2018-12-31,88000000.0,211000000.0,1084000000.0,1.50103319175129,18.489999771118164,0.155,0.84,0.353,0.057,0.13019999999999998,0.995,0.024025,0.7055999999999999,0.054715,0.508,1.3479999999999999,0.016952039999999998
2486,43196,GTN,GRAY TELEVISION INC,2019-12-31,99000000.0,179000000.0,2122000000.0,0.9442789714140896,20.239999771118164,0.551,-0.174,0.186,0.01,-0.095874,0.37700000000000006,0.30360100000000007,-0.030275999999999997,0.10248600000000001,0.7370000000000001,0.5630000000000002,-0.009191823876000002
2487,43196,GTN-A,GRAY TELEVISION INC,2018-12-31,88000000.0,211000000.0,1084000000.0,1.2932103568777384,15.93000030517578,0.155,0.84,0.269,0.108,0.13019999999999998,0.995,0.024025,0.7055999999999999,0.041695,0.42400000000000004,1.264,0.016952039999999998
2488,43196,GTN-A,GRAY TELEVISION INC,2019-12-31,99000000.0,179000000.0,2122000000.0,0.8938925470753057,19.15999984741211,0.551,-0.174,0.264,0.011,-0.095874,0.37700000000000006,0.30360100000000007,-0.030275999999999997,0.145464,0.8150000000000001,0.641,-0.009191823876000002
2489,1052752,GTY,GETTY REALTY CORP.,2017-12-31,36897000.0,47186000.0,120153000.0,8.739595234574148,28.459999084472656,0.081,-0.179,0.243,-0.001,-0.014499,-0.09799999999999999,0.006561,-0.032041,0.019683,0.324,0.14500000000000002,-0.000210221001
2490,1052752,GTY,GETTY REALTY CORP.,2018-12-31,40171000.0,47706000.0,136106000.0,9.028484388121084,30.59000015258789,0.087,0.114,0.129,-0.001,0.009918,0.201,0.007568999999999999,0.012996,0.011223,0.216,0.33,9.8366724e-05
2491,1052752,GTY,GETTY REALTY CORP.,2019-12-31,41072000.0,49723000.0,140655000.0,9.79969696351931,33.560001373291016,0.082,0.026,0.086,-0.046,0.0021319999999999998,0.108,0.006724000000000001,0.000676,0.007052,0.16799999999999998,0.19399999999999998,4.545424e-06
2492,885462,GURE,"Gulf Resources, Inc.",2013-12-31,38395921.0,20967358.0,118391783.0,4.199845268202095,12.949999809265137,-0.153,-0.177,0.119,-0.048,0.027080999999999997,-0.32999999999999996,-0.023409,-0.031328999999999996,0.018206999999999997,-0.034,-0.211,-0.0007333805609999999
2493,885462,GURE,"Gulf Resources, Inc.",2014-12-31,38694567.0,17871795.0,113660331.0,2.042642318189272,6.0,0.057,0.091,0.026,0.137,0.005187,0.148,0.003249,0.008281,0.001482,0.083,0.174,2.6904969000000003e-05
2494,885462,GURE,"Gulf Resources, Inc.",2015-12-31,45167288.0,34068037.0,162317120.0,2.462651604648684,8.850000381469727,0.171,0.274,-0.174,-0.064,0.04685400000000001,0.44500000000000006,0.029241000000000003,0.07507600000000002,-0.029754,-0.002999999999999975,0.271,0.0021952973160000006
2495,861459,GVA,GRANITE CONSTRUCTION INCORPORATED,2016-12-31,39557000.0,57122000.0,2514617000.0,0.9279613938803052,58.9900016784668,0.132,0.001,0.324,-0.339,0.000132,0.133,0.017424000000000002,1e-06,0.042768,0.456,0.457,1.7424e-08
2496,861459,GVA,GRANITE CONSTRUCTION INCORPORATED,2017-12-31,39795.0,34116000.0,2958374000.0,0.0008927857868208,66.37000274658203,0.295,-0.227,0.617,-0.391,-0.066965,0.06799999999999998,0.08702499999999999,-0.051529000000000005,0.18201499999999998,0.9119999999999999,0.6849999999999999,-0.004484311225
2497,277135,GWW,"W.W. Grainger, Inc.",2019-12-31,54700000.0,849000000.0,11486000000.0,1.5094171746234206,316.95001220703125,0.05,0.204,0.197,0.233,0.0102,0.254,0.0025000000000000005,0.04161599999999999,0.009850000000000001,0.247,0.45099999999999996,0.00010404
2498,1468174,H,Hyatt Hotels Corp,2012-12-31,165017485.0,88000000.0,3949000000.0,1.5252312490503923,36.5,0.089,0.155,0.106,0.162,0.013795,0.244,0.007921,0.024025,0.009434,0.195,0.35,0.000190302025
2499,1468174,H,Hyatt Hotels Corp,2013-12-31,158544930.0,207000000.0,4184000000.0,1.83289151404296,48.369998931884766,0.09,0.771,0.075,0.03,0.06939,0.861,0.0081,0.594441,0.00675,0.16499999999999998,0.9359999999999999,0.004814972099999999
2500,1468174,H,Hyatt Hotels Corp,2014-12-31,153136511.0,344000000.0,4415000000.0,2.04401690599401,58.93000030517578,0.057,0.977,0.27,0.108,0.055689,1.034,0.003249,0.954529,0.015390000000000001,0.327,1.304,0.003101264721
2501,1468174,H,Hyatt Hotels Corp,2015-12-31,142814868.0,124000000.0,4328000000.0,1.6264660292215611,49.290000915527344,0.017,-0.226,0.009,0.203,-0.0038420000000000004,-0.20900000000000002,0.00028900000000000003,-0.051076,0.000153,0.026000000000000002,-0.2,-1.4760964000000003e-05
2502,1468174,H,Hyatt Hotels Corp,2016-12-31,132930578.0,206000000.0,4429000000.0,1.5409022115158266,51.34000015258789,0.001,-0.227,-0.067,0.254,-0.00022700000000000002,-0.226,1e-06,-0.051529000000000005,-6.7e-05,-0.066,-0.29300000000000004,-5.1529000000000004e-08
2503,1468174,H,Hyatt Hotels Corp,2017-12-31,124836917.0,389000000.0,4685000000.0,1.928110862393684,72.36000061035156,0.04,0.771,0.212,-0.003,0.030840000000000003,0.811,0.0016,0.594441,0.00848,0.252,1.0230000000000001,0.0009511056
2504,1468174,H,Hyatt Hotels Corp,2018-12-31,113259113.0,769000000.0,4454000000.0,1.813315462846541,71.30999755859375,0.003,0.932,0.178,0.051,0.0027960000000000003,0.935,9e-06,0.8686240000000001,0.000534,0.181,1.113,7.817616e-06
2505,1468174,H,HYATT HOTELS CORP,2019-12-31,104590383.0,766000000.0,5020000000.0,1.6834468656542865,80.80000305175781,0.035,0.403,0.056,-0.013,0.014105000000000003,0.43800000000000006,0.0012250000000000002,0.16240900000000003,0.0019600000000000004,0.091,0.494,0.00019895102500000006
2506,1172222,HA,HAWAIIAN HOLDINGS INC,2018-12-31,50338000.0,233200000.0,2837411000.0,0.7121165348538238,40.13999938964844,0.08,0.02,-0.116,-0.325,0.0016,0.1,0.0064,0.0004,-0.00928,-0.036000000000000004,-0.016000000000000004,2.56e-06
2507,1172222,HA,HAWAIIAN HOLDINGS INC,2019-12-31,47435000.0,223984000.0,2832228000.0,0.5073059772829164,30.290000915527344,0.029,-0.177,-0.162,-0.223,-0.005133,-0.148,0.0008410000000000001,-0.031328999999999996,-0.004698000000000001,-0.133,-0.31,-2.6347689e-05
2508,313143,HAE,HAEMONETICS CORP,2012-03-31,50727000.0,66886000.0,727844000.0,2.2636896598433487,32.47999954223633,0.062,0.07,0.102,0.17,0.00434,0.132,0.0038439999999999998,0.004900000000000001,0.006324,0.16399999999999998,0.23399999999999999,1.8835600000000003e-05
2509,313143,HAE,HAEMONETICS CORP,2013-03-30,51349000.0,38800000.0,891990000.0,2.374630040695524,41.25,0.149,-0.304,0.157,0.038,-0.045295999999999996,-0.155,0.022201,-0.092416,0.023393,0.306,0.0020000000000000018,-0.002051727616
2510,910406,HAIN,"THE HAIN CELESTIAL GROUP, INC.",2011-06-30,43165000.0,54982000.0,1108546000.0,0.696218437281349,17.8799991607666,-0.006,0.387,0.514,0.551,-0.0023220000000000003,0.381,-3.6e-05,0.149769,0.003084,0.508,0.895,5.391684000000001e-06
2511,910406,HAIN,"THE HAIN CELESTIAL GROUP, INC.",2012-06-30,44360000.0,79225000.0,1378247000.0,0.7611944615718395,23.64999961853028,0.244,0.664,0.482,0.596,0.162016,0.908,0.059536,0.44089600000000007,0.11760799999999999,0.726,1.3900000000000001,0.026249184256000004
2512,910406,HAIN,"THE HAIN CELESTIAL GROUP, INC.",2013-06-30,92352000.0,114656000.0,1734683000.0,1.7369075502555795,32.625,0.251,0.444,0.351,0.133,0.111444,0.6950000000000001,0.063001,0.197136,0.088101,0.602,1.046,0.012419765136
2513,910406,HAIN,"THE HAIN CELESTIAL GROUP, INC.",2014-06-30,97750000.0,129922000.0,2107822000.0,1.9945836678476032,43.0099983215332,0.237,0.28,0.348,-0.099,0.06636,0.517,0.056169,0.07840000000000001,0.082476,0.585,0.865,0.0044036496
2514,910406,HAIN,"THE HAIN CELESTIAL GROUP, INC.",2015-06-30,101703000.0,164962000.0,2609613000.0,2.3477001726712383,60.2400016784668,0.226,0.2,0.359,-0.305,0.045200000000000004,0.42600000000000005,0.051076,0.04000000000000001,0.081134,0.585,0.7849999999999999,0.0020430400000000007
2515,910406,HAIN,"THE HAIN CELESTIAL GROUP, INC.",2016-06-30,103135000.0,47429000.0,2392864000.0,1.8042108381205988,41.86000061035156,0.065,-0.395,-0.013,-0.278,-0.025675000000000003,-0.33,0.0042250000000000005,-0.15602500000000002,-0.0008449999999999999,0.052000000000000005,-0.343,-0.0006592056250000002
2516,910406,HAIN,"THE HAIN CELESTIAL GROUP, INC.",2017-06-30,103611000.0,67430000.0,2343505000.0,1.5443245316820609,34.93000030517578,-0.053,-0.36,-0.239,-0.14,0.01908,-0.413,-0.002809,-0.1296,-0.012667,-0.292,-0.6519999999999999,-0.00036404639999999995
2517,910406,HAIN,"THE HAIN CELESTIAL GROUP, INC.",2018-06-30,103848000.0,9694000.0,2457769000.0,1.230828508638237,29.1299991607666,0.013,-0.547,-0.166,0.186,-0.007111,-0.534,0.000169,-0.29920900000000006,-0.002158,-0.153,-0.7000000000000001,-5.056632100000001e-05
2518,910406,HAIN,"THE HAIN CELESTIAL GROUP, INC.",2019-06-30,104076000.0,-183314000.0,2104606000.0,1.0790325069103317,21.81999969482422,-0.052,-0.62,-0.21,0.24,0.03224,-0.672,-0.002704,-0.3844,-0.01092,-0.262,-0.882,-0.0010394176
2519,910406,HAIN,"THE HAIN CELESTIAL GROUP, INC.",2020-06-30,103618000.0,-80407000.0,2053903000.0,1.3036103145138072,25.84000015258789,-0.086,0.25,-0.058,0.139,-0.0215,0.164,-0.007395999999999999,0.0625,-0.004988,-0.144,0.10600000000000001,0.00046224999999999993
2520,819913,HALL,"HALLMARK FINANCIAL SERVICES, INC.",2012-12-31,19263000.0,3524000.0,341800000.0,0.459877346578992,8.15999984741211,0.055,0.001,-0.036,0.25,5.5e-05,0.056,0.003025,1e-06,-0.00198,0.019000000000000003,0.020000000000000004,3.0249999999999998e-09
2521,819913,HALL,"HALLMARK FINANCIAL SERVICES, INC.",2013-12-31,19263000.0,8245000.0,389428000.0,0.4699161334059184,9.5,0.098,0.53,0.093,0.044,0.05194000000000001,0.628,0.009604000000000001,0.28090000000000004,0.009114,0.191,0.7210000000000001,0.002697763600000001
2522,819913,HALL,"HALLMARK FINANCIAL SERVICES, INC.",2014-12-31,19197000.0,13429000.0,337366000.0,0.6708815626580408,11.789999961853027,-0.007,0.952,0.202,-0.027,-0.006664,0.945,-4.9000000000000005e-05,0.9063039999999999,0.0014140000000000001,0.195,1.147,4.4408896e-05
2523,819913,HALL,"HALLMARK FINANCIAL SERVICES, INC.",2015-12-31,19211000.0,21863000.0,372402000.0,0.6577307586962476,12.75,-0.022,0.628,0.158,-0.064,-0.013815999999999998,0.606,-0.00048399999999999995,0.394384,0.003476,0.136,0.764,0.00019088185599999997
